SPECIESNAME,YEAR,AREA,REGION,COUNT
American Green-winged Teal,1963,60,Lower West Coast,0
American Green-winged Teal,1963,61,Lower West Coast,0
American Green-winged Teal,1963,62,Lower West Coast,4500
American Green-winged Teal,1963,63,Lower West Coast,0
American Green-winged Teal,1963,64,Lower West Coast,0
American Green-winged Teal,1963,65,East Coast,11780
American Green-winged Teal,1963,66,East Coast,1270
American Green-winged Teal,1963,67,East Coast,3916
American Green-winged Teal,1963,69,East Coast,100
American Green-winged Teal,1963,7,Northwen Highlands,24900
American Green-winged Teal,1963,70,East Coast,1020
American Green-winged Teal,1963,71,East Coast,0
American Green-winged Teal,1963,74,Upper west coast,12650
American Green-winged Teal,1963,78,Upper west coast,0
American Green-winged Teal,1963,79,Upper west coast,45650
American Green-winged Teal,1963,81,Upper west coast,0
American Green-winged Teal,1963,82,Upper west coast,21570
American Green-winged Teal,1963,83,Upper west coast,505
American Green-winged Teal,1963,84,Upper west coast,5700
American Green-winged Teal,1963,85,Upper west coast,41900
American Green-winged Teal,1963,86,Upper west coast,500
American Green-winged Teal,1963,87,Upper west coast,0
American Green-winged Teal,1963,88,Upper west coast,0
American Green-winged Teal,1963,89,Upper west coast,0
American Green-winged Teal,1963,90,Upper west coast,0
American Green-winged Teal,1964,1,Northwen Highlands,4
American Green-winged Teal,1964,11,Northwen Highlands,430
American Green-winged Teal,1964,14,Northwen Highlands,100
American Green-winged Teal,1964,16,Northwen Highlands,730
American Green-winged Teal,1964,16a,Other interior highlands,925
American Green-winged Teal,1964,17,Northwen Highlands,0
American Green-winged Teal,1964,17a,Other interior highlands,1805
American Green-winged Teal,1964,18,Northwen Highlands,0
American Green-winged Teal,1964,21,Northwen Highlands,1635
American Green-winged Teal,1964,26,Northwen Highlands,0
American Green-winged Teal,1964,27,Northwen Highlands,100
American Green-winged Teal,1964,29,Northwen Highlands,0
American Green-winged Teal,1964,3,Northwen Highlands,10
American Green-winged Teal,1964,30,Central High,50
American Green-winged Teal,1964,31,Central High,35
American Green-winged Teal,1964,32,Central High,1320
American Green-winged Teal,1964,33,Central High,0
American Green-winged Teal,1964,34,Central High,550
American Green-winged Teal,1964,36,Central High,900
American Green-winged Teal,1964,38,Central High,35
American Green-winged Teal,1964,4,Northwen Highlands,30
American Green-winged Teal,1964,40,Central High,100
American Green-winged Teal,1964,41,Central High,3985
American Green-winged Teal,1964,42,Central High,400
American Green-winged Teal,1964,43,Central High,75
American Green-winged Teal,1964,44,Central High,0
American Green-winged Teal,1964,45,Central High,0
American Green-winged Teal,1964,46,Central High,0
American Green-winged Teal,1964,47,Central High,0
American Green-winged Teal,1964,48,Central High,0
American Green-winged Teal,1964,49,Central High,0
American Green-winged Teal,1964,54,Lower West Coast,0
American Green-winged Teal,1964,56,Lower West Coast,0
American Green-winged Teal,1964,57,Lower West Coast,0
American Green-winged Teal,1964,58,Lower West Coast,0
American Green-winged Teal,1964,6,Northwen Highlands,0
American Green-winged Teal,1964,60,Lower West Coast,0
American Green-winged Teal,1964,61,Lower West Coast,0
American Green-winged Teal,1964,62,Lower West Coast,0
American Green-winged Teal,1964,63,Lower West Coast,0
American Green-winged Teal,1964,64,Lower West Coast,0
American Green-winged Teal,1964,65,East Coast,23004
American Green-winged Teal,1964,66,East Coast,1845
American Green-winged Teal,1964,67,East Coast,5924
American Green-winged Teal,1964,69,East Coast,25
American Green-winged Teal,1964,7,Northwen Highlands,1840
American Green-winged Teal,1964,70,East Coast,0
American Green-winged Teal,1964,71,East Coast,0
American Green-winged Teal,1964,74,Upper west coast,9600
American Green-winged Teal,1964,78,Upper west coast,1200
American Green-winged Teal,1964,79,Upper west coast,41100
American Green-winged Teal,1964,81,Upper west coast,3500
American Green-winged Teal,1964,82,Upper west coast,61350
American Green-winged Teal,1964,83,Upper west coast,550
American Green-winged Teal,1964,84,Upper west coast,33400
American Green-winged Teal,1964,85,Upper west coast,56100
American Green-winged Teal,1964,86,Upper west coast,0
American Green-winged Teal,1964,87,Upper west coast,0
American Green-winged Teal,1964,88,Upper west coast,0
American Green-winged Teal,1964,89,Upper west coast,0
American Green-winged Teal,1964,9,Northwen Highlands,0
American Green-winged Teal,1964,90,Upper west coast,0
American Green-winged Teal,1965,1,Northwen Highlands,0
American Green-winged Teal,1965,11,Northwen Highlands,100
American Green-winged Teal,1965,14,Northwen Highlands,300
American Green-winged Teal,1965,16,Northwen Highlands,345
American Green-winged Teal,1965,16a,Other interior highlands,1225
American Green-winged Teal,1965,17,Northwen Highlands,100
American Green-winged Teal,1965,18,Northwen Highlands,333
American Green-winged Teal,1965,21,Northwen Highlands,3965
American Green-winged Teal,1965,22,Northwen Highlands,11150
American Green-winged Teal,1965,26,Northwen Highlands,285
American Green-winged Teal,1965,27,Northwen Highlands,745
American Green-winged Teal,1965,29,Northwen Highlands,100
American Green-winged Teal,1965,3,Northwen Highlands,185
American Green-winged Teal,1965,30,Central High,240
American Green-winged Teal,1965,31,Central High,495
American Green-winged Teal,1965,32,Central High,1845
American Green-winged Teal,1965,33,Central High,0
American Green-winged Teal,1965,34,Central High,1250
American Green-winged Teal,1965,36,Central High,2930
American Green-winged Teal,1965,38,Central High,905
American Green-winged Teal,1965,39,Central High,2310
American Green-winged Teal,1965,4,Northwen Highlands,2125
American Green-winged Teal,1965,40,Central High,40
American Green-winged Teal,1965,41,Central High,5130
American Green-winged Teal,1965,42,Central High,100
American Green-winged Teal,1965,43,Central High,1960
American Green-winged Teal,1965,44,Central High,675
American Green-winged Teal,1965,45,Central High,9670
American Green-winged Teal,1965,46,Central High,0
American Green-winged Teal,1965,47,Central High,2825
American Green-winged Teal,1965,48,Central High,105
American Green-winged Teal,1965,49,Central High,1400
American Green-winged Teal,1965,50,Central High,1700
American Green-winged Teal,1965,51,Central High,175
American Green-winged Teal,1965,52,Central High,4325
American Green-winged Teal,1965,54,Lower West Coast,70
American Green-winged Teal,1965,56,Lower West Coast,0
American Green-winged Teal,1965,57,Lower West Coast,0
American Green-winged Teal,1965,58,Lower West Coast,100
American Green-winged Teal,1965,59,Lower West Coast,0
American Green-winged Teal,1965,6,Northwen Highlands,60
American Green-winged Teal,1965,60,Lower West Coast,0
American Green-winged Teal,1965,60a,Other interior highlands,0
American Green-winged Teal,1965,61,Lower West Coast,0
American Green-winged Teal,1965,62,Lower West Coast,0
American Green-winged Teal,1965,63,Lower West Coast,0
American Green-winged Teal,1965,64,Lower West Coast,0
American Green-winged Teal,1965,65,East Coast,7922
American Green-winged Teal,1965,66,East Coast,395
American Green-winged Teal,1965,67,East Coast,2606
American Green-winged Teal,1965,69,East Coast,0
American Green-winged Teal,1965,7,Northwen Highlands,4745
American Green-winged Teal,1965,70,East Coast,0
American Green-winged Teal,1965,74,Upper west coast,25210
American Green-winged Teal,1965,78,Upper west coast,150
American Green-winged Teal,1965,79,Upper west coast,29550
American Green-winged Teal,1965,81,Upper west coast,400
American Green-winged Teal,1965,82,Upper west coast,94400
American Green-winged Teal,1965,83,Upper west coast,8760
American Green-winged Teal,1965,84,Upper west coast,9100
American Green-winged Teal,1965,85,Upper west coast,71900
American Green-winged Teal,1965,86,Upper west coast,50
American Green-winged Teal,1965,87,Upper west coast,0
American Green-winged Teal,1965,88,Upper west coast,0
American Green-winged Teal,1965,89,Upper west coast,0
American Green-winged Teal,1965,90,Upper west coast,0
American Green-winged Teal,1966,65,East Coast,7852
American Green-winged Teal,1966,66,East Coast,582
American Green-winged Teal,1966,67,East Coast,5788
American Green-winged Teal,1966,72,Upper west coast,0
American Green-winged Teal,1966,74,Upper west coast,3625
American Green-winged Teal,1966,78,Upper west coast,0
American Green-winged Teal,1966,79,Upper west coast,4950
American Green-winged Teal,1966,81,Upper west coast,0
American Green-winged Teal,1966,82,Upper west coast,67000
American Green-winged Teal,1966,83,Upper west coast,250
American Green-winged Teal,1966,84,Upper west coast,2110
American Green-winged Teal,1966,85,Upper west coast,8850
American Green-winged Teal,1966,87,Upper west coast,0
American Green-winged Teal,1966,88,Upper west coast,0
American Green-winged Teal,1966,89,Upper west coast,0
American Green-winged Teal,1966,90,Upper west coast,0
American Green-winged Teal,1967,1,Northwen Highlands,0
American Green-winged Teal,1967,11,Northwen Highlands,5
American Green-winged Teal,1967,16,Northwen Highlands,645
American Green-winged Teal,1967,16a,Other interior highlands,20
American Green-winged Teal,1967,17a,Other interior highlands,0
American Green-winged Teal,1967,18,Northwen Highlands,150
American Green-winged Teal,1967,21,Northwen Highlands,1790
American Green-winged Teal,1967,3,Northwen Highlands,0
American Green-winged Teal,1967,32a,Other interior highlands,0
American Green-winged Teal,1967,33a,Other interior highlands,0
American Green-winged Teal,1967,4,Northwen Highlands,60
American Green-winged Teal,1967,6,Northwen Highlands,0
American Green-winged Teal,1967,65,East Coast,2459
American Green-winged Teal,1967,66,East Coast,760
American Green-winged Teal,1967,67,East Coast,7860
American Green-winged Teal,1967,68,East Coast,130
American Green-winged Teal,1967,69,East Coast,650
American Green-winged Teal,1967,70,East Coast,0
American Green-winged Teal,1967,72,Upper west coast,0
American Green-winged Teal,1967,74,Upper west coast,7025
American Green-winged Teal,1967,78,Upper west coast,0
American Green-winged Teal,1967,79,Upper west coast,24700
American Green-winged Teal,1967,81,Upper west coast,0
American Green-winged Teal,1967,82,Upper west coast,28400
American Green-winged Teal,1967,83,Upper west coast,825
American Green-winged Teal,1967,84,Upper west coast,2700
American Green-winged Teal,1967,87,Upper west coast,0
American Green-winged Teal,1967,88,Upper west coast,0
American Green-winged Teal,1967,89,Upper west coast,0
American Green-winged Teal,1967,90,Upper west coast,0
American Green-winged Teal,1968,72,Upper west coast,300
American Green-winged Teal,1968,74,Upper west coast,3700
American Green-winged Teal,1968,78,Upper west coast,7600
American Green-winged Teal,1968,79,Upper west coast,5700
American Green-winged Teal,1968,81,Upper west coast,0
American Green-winged Teal,1968,87,Upper west coast,0
American Green-winged Teal,1968,88,Upper west coast,0
American Green-winged Teal,1968,89,Upper west coast,0
American Green-winged Teal,1968,90,Upper west coast,0
American Green-winged Teal,1969,72,Upper west coast,0
American Green-winged Teal,1969,74,Upper west coast,14100
American Green-winged Teal,1969,78,Upper west coast,4100
American Green-winged Teal,1969,79,Upper west coast,26500
American Green-winged Teal,1969,81,Upper west coast,0
American Green-winged Teal,1969,82,Upper west coast,66600
American Green-winged Teal,1969,83,Upper west coast,5400
American Green-winged Teal,1969,87,Upper west coast,0
American Green-winged Teal,1969,88,Upper west coast,0
American Green-winged Teal,1969,89,Upper west coast,0
American Green-winged Teal,1969,90,Upper west coast,0
American Green-winged Teal,1970,1,Northwen Highlands,0
American Green-winged Teal,1970,11,Northwen Highlands,200
American Green-winged Teal,1970,12,Northwen Highlands,0
American Green-winged Teal,1970,14,Northwen Highlands,100
American Green-winged Teal,1970,15,Northwen Highlands,600
American Green-winged Teal,1970,16,Northwen Highlands,175
American Green-winged Teal,1970,17,Northwen Highlands,0
American Green-winged Teal,1970,18,Northwen Highlands,0
American Green-winged Teal,1970,19,Northwen Highlands,0
American Green-winged Teal,1970,21,Northwen Highlands,325
American Green-winged Teal,1970,22,Northwen Highlands,1300
American Green-winged Teal,1970,26,Northwen Highlands,0
American Green-winged Teal,1970,27,Northwen Highlands,0
American Green-winged Teal,1970,28,Northwen Highlands,0
American Green-winged Teal,1970,29,Northwen Highlands,0
American Green-winged Teal,1970,3,Northwen Highlands,200
American Green-winged Teal,1970,30,Central High,20
American Green-winged Teal,1970,31,Central High,575
American Green-winged Teal,1970,32,Central High,5000
American Green-winged Teal,1970,33,Central High,100
American Green-winged Teal,1970,34,Central High,300
American Green-winged Teal,1970,36,Central High,4200
American Green-winged Teal,1970,38,Central High,175
American Green-winged Teal,1970,39,Central High,550
American Green-winged Teal,1970,4,Northwen Highlands,1000
American Green-winged Teal,1970,41,Central High,1550
American Green-winged Teal,1970,42,Central High,6450
American Green-winged Teal,1970,43,Central High,4650
American Green-winged Teal,1970,44,Central High,100
American Green-winged Teal,1970,45,Central High,900
American Green-winged Teal,1970,46,Central High,0
American Green-winged Teal,1970,47,Central High,600
American Green-winged Teal,1970,48,Central High,0
American Green-winged Teal,1970,49,Central High,1200
American Green-winged Teal,1970,50,Central High,0
American Green-winged Teal,1970,51,Central High,1500
American Green-winged Teal,1970,52,Central High,2850
American Green-winged Teal,1970,6,Northwen Highlands,0
American Green-winged Teal,1970,60a,Other interior highlands,50
American Green-winged Teal,1970,65,East Coast,15950
American Green-winged Teal,1970,66,East Coast,3405
American Green-winged Teal,1970,67,East Coast,2613
American Green-winged Teal,1970,68,East Coast,440
American Green-winged Teal,1970,69,East Coast,750
American Green-winged Teal,1970,7,Northwen Highlands,900
American Green-winged Teal,1970,70,East Coast,125
American Green-winged Teal,1970,71,East Coast,100
American Green-winged Teal,1970,72,Upper west coast,400
American Green-winged Teal,1970,74,Upper west coast,4360
American Green-winged Teal,1970,78,Upper west coast,0
American Green-winged Teal,1970,79,Upper west coast,40000
American Green-winged Teal,1970,81,Upper west coast,0
American Green-winged Teal,1970,82,Upper west coast,46100
American Green-winged Teal,1970,83,Upper west coast,6900
American Green-winged Teal,1970,84,Upper west coast,6800
American Green-winged Teal,1970,85,Upper west coast,12000
American Green-winged Teal,1970,86,Upper west coast,0
American Green-winged Teal,1970,87,Upper west coast,0
American Green-winged Teal,1970,88,Upper west coast,0
American Green-winged Teal,1970,89,Upper west coast,0
American Green-winged Teal,1970,9,Northwen Highlands,0
American Green-winged Teal,1970,90,Upper west coast,0
American Green-winged Teal,1971,72,Upper west coast,250
American Green-winged Teal,1971,73,Upper west coast,460
American Green-winged Teal,1971,74,Upper west coast,9995
American Green-winged Teal,1971,78,Upper west coast,4400
American Green-winged Teal,1971,79,Upper west coast,10300
American Green-winged Teal,1971,81,Upper west coast,1260
American Green-winged Teal,1971,82,Upper west coast,13700
American Green-winged Teal,1971,83,Upper west coast,2200
American Green-winged Teal,1971,84,Upper west coast,5350
American Green-winged Teal,1971,85,Upper west coast,7130
American Green-winged Teal,1971,87,Upper west coast,0
American Green-winged Teal,1971,88,Upper west coast,0
American Green-winged Teal,1971,89,Upper west coast,0
American Green-winged Teal,1971,90,Upper west coast,0
American Green-winged Teal,1972,72,Upper west coast,875
American Green-winged Teal,1972,74,Upper west coast,3600
American Green-winged Teal,1972,78,Upper west coast,3750
American Green-winged Teal,1972,79,Upper west coast,16850
American Green-winged Teal,1972,81,Upper west coast,775
American Green-winged Teal,1972,82,Upper west coast,47900
American Green-winged Teal,1972,83,Upper west coast,3350
American Green-winged Teal,1972,84,Upper west coast,2650
American Green-winged Teal,1972,85,Upper west coast,7700
American Green-winged Teal,1972,87,Upper west coast,0
American Green-winged Teal,1972,88,Upper west coast,0
American Green-winged Teal,1972,89,Upper west coast,0
American Green-winged Teal,1972,90,Upper west coast,0
American Green-winged Teal,1973,72,Upper west coast,0
American Green-winged Teal,1973,74,Upper west coast,2725
American Green-winged Teal,1973,78,Upper west coast,2375
American Green-winged Teal,1973,79,Upper west coast,12100
American Green-winged Teal,1973,81,Upper west coast,0
American Green-winged Teal,1973,82,Upper west coast,40800
American Green-winged Teal,1973,83,Upper west coast,6350
American Green-winged Teal,1973,87,Upper west coast,0
American Green-winged Teal,1973,88,Upper west coast,0
American Green-winged Teal,1973,89,Upper west coast,0
American Green-winged Teal,1973,90,Upper west coast,0
American Green-winged Teal,1974,72,Upper west coast,0
American Green-winged Teal,1974,74,Upper west coast,4300
American Green-winged Teal,1974,78,Upper west coast,2150
American Green-winged Teal,1974,79,Upper west coast,7800
American Green-winged Teal,1974,81,Upper west coast,0
American Green-winged Teal,1974,82,Upper west coast,6450
American Green-winged Teal,1974,83,Upper west coast,0
American Green-winged Teal,1974,87,Upper west coast,0
American Green-winged Teal,1974,88,Upper west coast,0
American Green-winged Teal,1974,89,Upper west coast,0
American Green-winged Teal,1974,90,Upper west coast,0
American Green-winged Teal,1975,1,Northwen Highlands,2500
American Green-winged Teal,1975,10,Northwen Highlands,0
American Green-winged Teal,1975,11,Northwen Highlands,30
American Green-winged Teal,1975,12,Northwen Highlands,0
American Green-winged Teal,1975,14,Northwen Highlands,120
American Green-winged Teal,1975,15,Northwen Highlands,0
American Green-winged Teal,1975,16,Northwen Highlands,20
American Green-winged Teal,1975,17,Northwen Highlands,65
American Green-winged Teal,1975,18,Northwen Highlands,0
American Green-winged Teal,1975,1a,Other interior highlands,0
American Green-winged Teal,1975,20,Northwen Highlands,0
American Green-winged Teal,1975,21,Northwen Highlands,6375
American Green-winged Teal,1975,22,Northwen Highlands,0
American Green-winged Teal,1975,24,Northwen Highlands,0
American Green-winged Teal,1975,25,Northwen Highlands,0
American Green-winged Teal,1975,26,Northwen Highlands,0
American Green-winged Teal,1975,27,Northwen Highlands,50
American Green-winged Teal,1975,29,Northwen Highlands,0
American Green-winged Teal,1975,3,Northwen Highlands,20
American Green-winged Teal,1975,30,Central High,300
American Green-winged Teal,1975,31,Central High,0
American Green-winged Teal,1975,32,Central High,750
American Green-winged Teal,1975,33,Central High,0
American Green-winged Teal,1975,34,Central High,1750
American Green-winged Teal,1975,36,Central High,1210
American Green-winged Teal,1975,38,Central High,30
American Green-winged Teal,1975,39,Central High,5060
American Green-winged Teal,1975,4,Northwen Highlands,400
American Green-winged Teal,1975,40,Central High,0
American Green-winged Teal,1975,41,Central High,4600
American Green-winged Teal,1975,49a,Other interior highlands,500
American Green-winged Teal,1975,51a,Other interior highlands,0
American Green-winged Teal,1975,6,Northwen Highlands,10
American Green-winged Teal,1975,65,East Coast,7975
American Green-winged Teal,1975,66,East Coast,1705
American Green-winged Teal,1975,67,East Coast,910
American Green-winged Teal,1975,68,East Coast,450
American Green-winged Teal,1975,69,East Coast,1250
American Green-winged Teal,1975,6a,Other interior highlands,0
American Green-winged Teal,1975,7,Northwen Highlands,8750
American Green-winged Teal,1975,70,East Coast,600
American Green-winged Teal,1975,71,East Coast,0
American Green-winged Teal,1975,72,Upper west coast,0
American Green-winged Teal,1975,74,Upper west coast,5960
American Green-winged Teal,1975,78,Upper west coast,9440
American Green-winged Teal,1975,79,Upper west coast,69720
American Green-winged Teal,1975,8,Northwen Highlands,0
American Green-winged Teal,1975,81,Upper west coast,15560
American Green-winged Teal,1975,82,Upper west coast,91500
American Green-winged Teal,1975,83,Upper west coast,1550
American Green-winged Teal,1975,87,Upper west coast,300
American Green-winged Teal,1975,88,Upper west coast,0
American Green-winged Teal,1975,89,Upper west coast,0
American Green-winged Teal,1975,9,Northwen Highlands,100
American Green-winged Teal,1975,90,Upper west coast,0
American Green-winged Teal,1976,72,Upper west coast,2520
American Green-winged Teal,1976,74,Upper west coast,58785
American Green-winged Teal,1976,78,Upper west coast,6480
American Green-winged Teal,1976,79,Upper west coast,45905
American Green-winged Teal,1976,81,Upper west coast,11250
American Green-winged Teal,1976,82,Upper west coast,48030
American Green-winged Teal,1976,87,Upper west coast,0
American Green-winged Teal,1976,88,Upper west coast,0
American Green-winged Teal,1976,89,Upper west coast,0
American Green-winged Teal,1976,90,Upper west coast,900
American Green-winged Teal,1977,1,Northwen Highlands,40
American Green-winged Teal,1977,11,Northwen Highlands,400
American Green-winged Teal,1977,12,Northwen Highlands,0
American Green-winged Teal,1977,14,Northwen Highlands,960
American Green-winged Teal,1977,15,Northwen Highlands,85
American Green-winged Teal,1977,16,Northwen Highlands,245
American Green-winged Teal,1977,18,Northwen Highlands,0
American Green-winged Teal,1977,19,Northwen Highlands,25
American Green-winged Teal,1977,1a,Other interior highlands,0
American Green-winged Teal,1977,2,Northwen Highlands,650
American Green-winged Teal,1977,20,Northwen Highlands,0
American Green-winged Teal,1977,21,Northwen Highlands,5815
American Green-winged Teal,1977,22,Northwen Highlands,525
American Green-winged Teal,1977,23,Northwen Highlands,0
American Green-winged Teal,1977,24,Northwen Highlands,0
American Green-winged Teal,1977,25,Northwen Highlands,0
American Green-winged Teal,1977,26,Northwen Highlands,100
American Green-winged Teal,1977,27,Northwen Highlands,125
American Green-winged Teal,1977,29a,Other interior highlands,625
American Green-winged Teal,1977,3,Northwen Highlands,200
American Green-winged Teal,1977,30,Central High,60
American Green-winged Teal,1977,31,Central High,4200
American Green-winged Teal,1977,32,Central High,4500
American Green-winged Teal,1977,33,Central High,0
American Green-winged Teal,1977,35,Central High,3500
American Green-winged Teal,1977,36,Central High,1925
American Green-winged Teal,1977,36a,Other interior highlands,0
American Green-winged Teal,1977,38,Central High,80
American Green-winged Teal,1977,39,Central High,5305
American Green-winged Teal,1977,4,Northwen Highlands,1100
American Green-winged Teal,1977,40,Central High,200
American Green-winged Teal,1977,41,Central High,3895
American Green-winged Teal,1977,42,Central High,400
American Green-winged Teal,1977,43,Central High,325
American Green-winged Teal,1977,44,Central High,350
American Green-winged Teal,1977,45,Central High,1500
American Green-winged Teal,1977,46,Central High,0
American Green-winged Teal,1977,47,Central High,1175
American Green-winged Teal,1977,48,Central High,0
American Green-winged Teal,1977,49,Central High,6200
American Green-winged Teal,1977,5,Northwen Highlands,0
American Green-winged Teal,1977,50,Central High,1200
American Green-winged Teal,1977,51,Central High,2200
American Green-winged Teal,1977,52,Central High,17925
American Green-winged Teal,1977,53,Lower West Coast,100
American Green-winged Teal,1977,54,Lower West Coast,250
American Green-winged Teal,1977,57,Lower West Coast,0
American Green-winged Teal,1977,58,Lower West Coast,0
American Green-winged Teal,1977,59,Lower West Coast,100
American Green-winged Teal,1977,6,Northwen Highlands,0
American Green-winged Teal,1977,60,Lower West Coast,3000
American Green-winged Teal,1977,60a,Other interior highlands,0
American Green-winged Teal,1977,61,Lower West Coast,0
American Green-winged Teal,1977,62,Lower West Coast,100
American Green-winged Teal,1977,62a,Other interior highlands,0
American Green-winged Teal,1977,63,Lower West Coast,0
American Green-winged Teal,1977,64,Lower West Coast,0
American Green-winged Teal,1977,65,East Coast,82975
American Green-winged Teal,1977,66,East Coast,3580
American Green-winged Teal,1977,67,East Coast,1970
American Green-winged Teal,1977,68,East Coast,100
American Green-winged Teal,1977,69,East Coast,0
American Green-winged Teal,1977,7,Northwen Highlands,2015
American Green-winged Teal,1977,70,East Coast,0
American Green-winged Teal,1977,71,East Coast,50
American Green-winged Teal,1977,72,Upper west coast,13010
American Green-winged Teal,1977,73,Upper west coast,0
American Green-winged Teal,1977,74,Upper west coast,75
American Green-winged Teal,1977,75,Upper west coast,690
American Green-winged Teal,1977,76,Upper west coast,11470
American Green-winged Teal,1977,77,Upper west coast,12510
American Green-winged Teal,1977,78,Upper west coast,15990
American Green-winged Teal,1977,79,Upper west coast,0
American Green-winged Teal,1977,8,Northwen Highlands,0
American Green-winged Teal,1977,80,Upper west coast,64855
American Green-winged Teal,1977,81,Upper west coast,1660
American Green-winged Teal,1977,82,Upper west coast,11560
American Green-winged Teal,1977,83,Upper west coast,6195
American Green-winged Teal,1977,84,Upper west coast,9040
American Green-winged Teal,1977,85,Upper west coast,41466
American Green-winged Teal,1977,86,Upper west coast,510
American Green-winged Teal,1977,87,Upper west coast,0
American Green-winged Teal,1977,88,Upper west coast,0
American Green-winged Teal,1977,89,Upper west coast,0
American Green-winged Teal,1977,9,Northwen Highlands,105
American Green-winged Teal,1977,90,Upper west coast,0
American Green-winged Teal,1978,1,Northwen Highlands,0
American Green-winged Teal,1978,11,Northwen Highlands,400
American Green-winged Teal,1978,12,Northwen Highlands,0
American Green-winged Teal,1978,12a,Other interior highlands,400
American Green-winged Teal,1978,14,Northwen Highlands,625
American Green-winged Teal,1978,14a,Other interior highlands,200
American Green-winged Teal,1978,15,Northwen Highlands,700
American Green-winged Teal,1978,16,Northwen Highlands,50
American Green-winged Teal,1978,18,Northwen Highlands,0
American Green-winged Teal,1978,19,Northwen Highlands,30
American Green-winged Teal,1978,1a,Other interior highlands,0
American Green-winged Teal,1978,2,Northwen Highlands,900
American Green-winged Teal,1978,20,Northwen Highlands,0
American Green-winged Teal,1978,21,Northwen Highlands,3650
American Green-winged Teal,1978,22,Northwen Highlands,2375
American Green-winged Teal,1978,23,Northwen Highlands,0
American Green-winged Teal,1978,24,Northwen Highlands,0
American Green-winged Teal,1978,25,Northwen Highlands,250
American Green-winged Teal,1978,26,Northwen Highlands,875
American Green-winged Teal,1978,27,Northwen Highlands,1000
American Green-winged Teal,1978,29,Northwen Highlands,0
American Green-winged Teal,1978,29a,Other interior highlands,0
American Green-winged Teal,1978,3,Northwen Highlands,300
American Green-winged Teal,1978,30,Central High,2075
American Green-winged Teal,1978,31,Central High,1500
American Green-winged Teal,1978,32,Central High,7975
American Green-winged Teal,1978,33,Central High,550
American Green-winged Teal,1978,34,Central High,3000
American Green-winged Teal,1978,35,Central High,46500
American Green-winged Teal,1978,36,Central High,10050
American Green-winged Teal,1978,37,Central High,14200
American Green-winged Teal,1978,37a,Other interior highlands,600
American Green-winged Teal,1978,38,Central High,1080
American Green-winged Teal,1978,39,Central High,11700
American Green-winged Teal,1978,39a,Other interior highlands,600
American Green-winged Teal,1978,4,Northwen Highlands,350
American Green-winged Teal,1978,40,Central High,400
American Green-winged Teal,1978,40a,Other interior highlands,0
American Green-winged Teal,1978,41,Central High,21350
American Green-winged Teal,1978,42,Central High,7400
American Green-winged Teal,1978,43,Central High,850
American Green-winged Teal,1978,44,Central High,160
American Green-winged Teal,1978,45,Central High,4350
American Green-winged Teal,1978,45a,Other interior highlands,75
American Green-winged Teal,1978,46,Central High,50
American Green-winged Teal,1978,46a,Other interior highlands,675
American Green-winged Teal,1978,47,Central High,475
American Green-winged Teal,1978,48,Central High,50
American Green-winged Teal,1978,48a,Other interior highlands,12450
American Green-winged Teal,1978,49,Central High,1525
American Green-winged Teal,1978,49a,Other interior highlands,350
American Green-winged Teal,1978,5,Northwen Highlands,0
American Green-winged Teal,1978,50,Central High,1000
American Green-winged Teal,1978,51,Central High,4700
American Green-winged Teal,1978,51a,Other interior highlands,0
American Green-winged Teal,1978,52,Central High,3850
American Green-winged Teal,1978,53,Lower West Coast,350
American Green-winged Teal,1978,54,Lower West Coast,400
American Green-winged Teal,1978,55a,Other interior highlands,1100
American Green-winged Teal,1978,57,Lower West Coast,50
American Green-winged Teal,1978,58,Lower West Coast,100
American Green-winged Teal,1978,59,Lower West Coast,100
American Green-winged Teal,1978,6,Northwen Highlands,0
American Green-winged Teal,1978,60,Lower West Coast,1200
American Green-winged Teal,1978,61,Lower West Coast,0
American Green-winged Teal,1978,62,Lower West Coast,0
American Green-winged Teal,1978,63,Lower West Coast,0
American Green-winged Teal,1978,64,Lower West Coast,800
American Green-winged Teal,1978,65,East Coast,3830
American Green-winged Teal,1978,66,East Coast,1885
American Green-winged Teal,1978,67,East Coast,4075
American Green-winged Teal,1978,68,East Coast,45
American Green-winged Teal,1978,69,East Coast,0
American Green-winged Teal,1978,7,Northwen Highlands,700
American Green-winged Teal,1978,70,East Coast,1600
American Green-winged Teal,1978,71,East Coast,165
American Green-winged Teal,1978,72,Upper west coast,13480
American Green-winged Teal,1978,73,Upper west coast,0
American Green-winged Teal,1978,74,Upper west coast,100
American Green-winged Teal,1978,75,Upper west coast,70
American Green-winged Teal,1978,76,Upper west coast,27310
American Green-winged Teal,1978,77,Upper west coast,9110
American Green-winged Teal,1978,78,Upper west coast,12860
American Green-winged Teal,1978,79,Upper west coast,800
American Green-winged Teal,1978,8,Northwen Highlands,0
American Green-winged Teal,1978,80,Upper west coast,33170
American Green-winged Teal,1978,81,Upper west coast,29540
American Green-winged Teal,1978,82,Upper west coast,37770
American Green-winged Teal,1978,83,Upper west coast,3130
American Green-winged Teal,1978,84,Upper west coast,1250
American Green-winged Teal,1978,85,Upper west coast,35625
American Green-winged Teal,1978,86,Upper west coast,0
American Green-winged Teal,1978,87,Upper west coast,0
American Green-winged Teal,1978,88,Upper west coast,0
American Green-winged Teal,1978,89,Upper west coast,0
